"Date","total_precip_mm","minTemp_C","maxTemp_C","AveTemp_C"
2015-04-28,0.5,9.211,16.511,12.6
2015-04-29,0.4,5.447,15.789,10.259
2015-04-30,0.2,7.378,14.449,10.564
2015-05-01,0.2,9.791,17.439,13.313
2015-05-02,0.2,4.579,16.717,10.259
2015-05-03,0.2,1.683,20.016,10.36
2015-05-04,0.2,4,16.511,9.851
2015-05-05,1.6,5.737,14.449,9.75
2015-05-06,0.2,2.745,17.954,9.851
2015-05-07,0.2,3.324,21.15,11.786
2015-05-08,0.2,4.868,24.965,14.433
2015-05-09,0.2,6.026,25.069,15.146
2015-05-10,0.2,9.501,20.841,14.84
2015-05-11,0.2,10.659,19.398,14.738
2015-05-12,0.2,10.852,20.223,15.248
2015-05-13,0.3,12.107,17.439,14.535
2015-05-14,5.4,10.852,19.501,14.942
2015-05-15,0.2,9.404,20.429,14.637
2015-05-16,0.2,12.107,21.047,16.368
2015-05-17,0.2,10.37,21.254,15.553
2015-05-18,0.2,10.466,24.862,17.386
2015-05-19,0.2,9.887,25.79,17.487
2015-05-20,0.2,10.08,26.718,18.098
2015-05-21,0.2,10.466,27.028,18.404
2015-05-22,0.2,12.976,22.594,17.589
2015-05-23,0.2,11.624,20.016,15.553
2015-05-24,0.2,11.431,18.985,14.942
2015-05-25,0.2,9.694,17.748,13.415
2015-05-26,0.2,11.817,22.388,16.877
2015-05-27,0.2,11.335,23.831,17.284
2015-05-28,0.2,11.045,26.821,18.607
2015-05-29,0.2,12.204,26.718,19.218
2015-05-30,0.2,8.246,22.697,15.146
2015-05-31,0.2,8.922,24.037,16.164
2015-06-01,0.4,12.3,22.903,17.386
2015-06-02,0.8,12.107,16.923,14.331
2015-06-03,0.2,12.686,20.944,16.571
2015-06-04,0.2,11.142,23.213,16.877
2015-06-05,0.2,9.694,27.337,18.2
2015-06-06,0.2,11.335,29.502,20.135
2015-06-07,0.2,12.686,31.461,21.764
2015-06-08,0.2,12.59,30.224,21.153
2015-06-09,0.2,11.045,26.409,18.404
2015-06-10,0.2,9.887,25.069,17.182
2015-06-11,0.2,10.273,23.522,16.571
2015-06-12,0.2,9.115,20.738,14.637
2015-06-13,0.2,7.667,23.419,15.146
2015-06-14,0.2,6.992,27.234,16.673
2015-06-15,0.2,9.501,29.296,19.015
2015-06-16,0.4,10.563,25.835,18.775
2015-06-17,0.2,9.598,25.069,16.978
2015-06-18,2.3,12.686,22.388,17.284
2015-06-19,0.2,9.984,21.254,15.349
2015-06-20,0.2,8.439,22.903,15.349
2015-06-21,0.2,8.053,27.852,17.589
2015-06-22,0.2,10.273,25.893,17.793
2015-06-23,0.2,8.536,25.378,16.571
2015-06-24,0.3,15.099,23.522,19.117
2015-06-25,0.2,12.686,29.502,20.847
2015-06-26,0.2,13.651,31.874,22.476
2015-06-27,0.2,15.196,33.626,24.207
2015-06-28,0.8,15.003,30.121,22.375
2015-06-29,0.2,16.836,31.874,24.207
2015-06-30,0.2,15.196,30.224,22.476
2015-07-01,0.2,13.748,33.317,23.291
2015-07-02,0.2,14.809,34.245,24.309
2015-07-03,0.2,15.003,32.595,23.596
2015-07-04,0.2,13.265,32.802,22.782
2015-07-05,0.2,13.458,33.936,23.393
2015-07-06,0.2,12.783,27.337,19.829
2015-07-07,0.2,13.362,27.131,20.033
2015-07-08,0.2,13.651,31.049,22.069
2015-07-09,0.2,13.941,31.667,22.578
2015-07-10,0.2,14.423,25.584,19.829
2015-07-11,1.3,16.064,20.016,17.895
2015-07-12,5,15.582,23.006,19.117
2015-07-13,0.2,13.265,24.347,18.607
2015-07-14,0.2,11.431,26.924,18.913
2015-07-15,0.2,12.107,25.687,18.607
2015-07-16,0.2,12.204,25.172,18.404
2015-07-17,0.2,10.852,30.43,20.338
2015-07-18,0.2,13.265,33.111,22.884
2015-07-19,0.2,15.582,33.317,24.207
2015-07-20,0.4,15.099,27.337,21.051
2015-07-21,0.2,14.23,24.45,19.117
2015-07-22,0.2,10.949,23.934,17.182
2015-07-23,0.2,10.563,25.378,17.691
2015-07-24,6.9,13.555,18.882,16.062
2015-07-25,0.2,13.458,21.666,17.386
2015-07-26,2.7,10.852,20.635,15.451
2015-07-27,0.2,9.018,23.522,15.96
2015-07-28,0.2,11.721,27.234,19.218
2015-07-29,0.2,12.107,29.708,20.644
2015-07-30,0.2,11.624,33.214,22.069
2015-07-31,0.2,12.204,31.152,21.356
2015-08-01,0.2,12.3,31.667,21.662
2015-08-02,0.2,13.748,30.533,21.865
2015-08-03,0.2,12.107,27.749,19.626
2015-08-04,0.2,12.01,25.069,18.302
2015-08-05,0.4,13.458,21.666,17.386
2015-08-06,0.2,12.59,25.069,18.607
2015-08-07,0.2,11.045,26.821,18.607
2015-08-08,1,12.686,21.254,16.775
2015-08-09,0.2,13.458,25.996,19.524
2015-08-10,0.2,12.976,27.749,20.135
2015-08-11,0.2,12.976,33.42,22.884
2015-08-12,0.2,12.3,32.698,22.171
2015-08-13,0.2,13.072,29.708,21.153
2015-08-14,0.2,14.327,23.006,18.506
2015-08-15,0.2,13.265,20.944,16.877
2015-08-16,0.2,9.984,25.275,17.284
2015-08-17,0.2,9.501,28.162,18.506
2015-08-18,0.2,11.431,31.667,21.255
2015-08-19,0.2,12.107,31.461,21.458
2015-08-20,0.2,12.783,23.625,17.997
2015-08-21,0.2,13.748,23.11,18.2
2015-08-22,0.2,9.308,27.852,18.2
2015-08-23,0.2,9.791,28.574,18.811
2015-08-24,0.2,7.764,24.244,15.655
2015-08-25,0.2,8.053,25.996,16.673
2015-08-26,0.2,8.246,26.306,16.877
2015-08-27,0.2,13.362,28.059,20.44
2015-08-28,4.9,15.003,23.419,19.015
2015-08-29,7.2,14.906,20.326,17.487
2015-08-30,2.4,11.624,20.635,15.858
2015-08-31,2.4,13.458,19.295,16.164
2015-09-01,3.2,11.431,18.779,14.84
2015-09-02,11.7,8.15,17.748,12.6
2015-09-03,8.7,6.702,16.408,11.175
2015-09-04,0.2,6.702,20.429,13.211
2015-09-05,1.6,5.351,20.326,12.397
2015-09-06,10.6,10.852,17.954,14.128
2015-09-07,0.2,8.632,20.326,14.128
2015-09-08,0.2,14.327,23.728,18.811
2015-09-09,0.2,12.397,24.553,18.2
2015-09-10,0.2,10.466,25.584,17.691
2015-09-11,0.2,10.659,27.234,18.607
2015-09-12,0.2,10.756,28.162,19.117
2015-09-13,0.2,10.659,20.429,15.248
2015-09-14,4.1,7.474,17.026,11.888
2015-09-15,0.2,6.737,16.511,11.136
2015-09-16,0.8,7.92,19.841,12.856
2015-09-17,3,11.467,17.701,13.479
2015-09-18,0.2,10.736,15.796,13.275
2015-09-19,0.2,12.799,20.436,16.271
2015-09-20,0.2,12.122,25.939,17.698
2015-09-21,0,7.494,18.224,12.177
2015-09-22,0,5.128,18.866,10.833
2015-09-23,0.2,5.745,16.725,11.335
2015-09-24,4.6,9.41,14.577,12.37
2015-09-25,3.6,8.866,16.01,12.304
2015-09-26,0,6.408,17.534,10.636
2015-09-27,0,3.643,17.439,9.729
2015-09-28,0,5.076,20.936,11.847
2015-09-29,0,5.693,23.136,12.643
2015-09-30,0,6.408,22.369,12.666
2015-10-01,0,7.519,21.39,13.042
2015-10-02,0,8.965,19.436,12.422
2015-10-03,0,6.077,21.127,12.24
2015-10-04,0,5.179,22.082,11.8
2015-10-05,0,5.411,22.178,12.127
2015-10-06,0.4,7.544,17.177,12.515
2015-10-07,7.6,12.025,14.505,13.176
2015-10-08,0.2,13.04,16.939,14.474
2015-10-09,0.2,13.016,19.841,15.445
2015-10-10,6.4,13.112,18.247,15.885
2015-10-11,0,6.889,15.008,11.107
2015-10-12,3.8,9.46,13.81,11.483
2015-10-13,0,6.813,16.32,10.724
2015-10-14,0,5.128,16.463,9.854
2015-10-15,0,4.947,20.722,10.918
2015-10-16,0,5.257,23.016,12.023
2015-10-17,0,11.904,18.129,14.058
2015-10-18,0,11.589,16.392,13.431
2015-10-19,1.8,10.051,13.137,11.628
2015-10-20,0,7.041,14.529,10.188
2015-10-21,0.6,7.217,14.792,9.562
2015-10-22,0,5.488,15.342,9.144
2015-10-23,0,5.257,13.858,8.282
2015-10-24,0,3.433,11.127,7.135
2015-10-25,4.2,5.796,15.438,10.668
2015-10-26,6.6,10.369,13.161,11.387
2015-10-27,0,8.419,14.984,11.002
2015-10-28,13.6,8.643,11.759,9.808
2015-10-29,0.4,8.693,14.146,10.713
2015-10-30,7.2,10.418,16.058,12.353
2015-10-31,34.6,9.879,16.177,12.411
2015-11-01,13.8,6.128,10.541,8.323
2015-11-02,0,4.35,10.834,7.006
2015-11-03,0,2.53,11.273,6.54
2015-11-04,0,1.289,10.369,5.26
2015-11-05,0.6,4.844,12.147,8.068
2015-11-06,6.4,4.869,8.866,7.465
2015-11-07,20.4,5.616,11.904,9.876
2015-11-08,4.4,4.194,10.296,6.918
2015-11-09,1,1.615,11.856,6.981
2015-11-10,3.2,-0.171,8.27,4.466
2015-11-11,0.6,2.343,11.734,6.606
2015-11-12,29.6,1.778,9.46,6.35
2015-11-13,4.8,6.357,14.122,10.623
2015-11-14,5.8,5.179,9.287,6.725
2015-11-15,2,0.135,8.792,4.147
2015-11-16,12.6,-0.986,6.077,2.744
2015-11-17,14.6,4.584,13.858,8.468
2015-11-18,0,0.329,7.619,3.582
2015-11-19,0,-1.242,8.195,4.149
2015-11-20,0,-2.683,7.066,0.841
2015-11-21,0.2,-3.538,6.914,0.265
2015-11-22,0,-1.929,6.864,1.791
2015-11-23,9.4,2.744,5.231,3.751
2015-11-24,2.2,-1.67,7.293,3.467
2015-11-25,0,-4.257,7.268,-0.459
2015-11-26,0,-3.717,8.469,-0.259
2015-11-27,0.2,-4.016,6.839,-0.586
2015-11-28,0,-3.926,6.077,-0.736
2015-11-29,0,-1.986,3.327,-0.257
2015-11-30,0,-3.479,3.327,0.127
2015-12-01,13,2.101,7.845,4.923
2015-12-02,1,6.357,8.568,6.929
2015-12-03,18.2,5.385,10.736,8.325
2015-12-04,2.2,3.67,10.59,6.22
2015-12-05,34.8,5.924,7.97,7.072
2015-12-06,21,7.945,10.271,8.689
2015-12-07,6.8,7.192,9.706,8.663
2015-12-08,29.4,7.695,13.666,10
2015-12-09,16.4,4.141,11.37,7.433
2015-12-10,11.6,5.257,9.114,7.727
2015-12-11,0,1.697,9.015,5.546
2015-12-12,28.4,0.797,7.242,4.517
2015-12-13,10.4,3.538,7.494,5.954
2015-12-14,0,-0.845,6.99,1.873
2015-12-15,0.8,-1.727,7.192,2.417
2015-12-16,0,-0.451,4.818,1.776
2015-12-17,9.6,0.246,2.877,1.188
2015-12-18,21.4,0.107,6.585,2.907
2015-12-19,2,1.071,6.077,3.971
2015-12-20,12,0.66,6.661,3.4
2015-12-21,4,1.071,4.818,3.406
2015-12-22,12.4,-2.102,4.402,1.256
2015-12-23,5.4,-0.227,4.246,1.727
2015-12-24,0.2,-1.47,4.714,1.319
2015-12-25,0,-1.327,3.749,1.623
2015-12-26,1.2,-1.1,3.301,1.06
2015-12-27,12.8,1.398,2.664,2.074
2015-12-28,0.4,-0.902,4.48,1.819
2015-12-29,0,-1.756,4.844,1.212
2015-12-30,0,-3.153,2.744,-0.806
2015-12-31,0.2,-4.106,3.089,-2.077
2016-01-01,0,-6.515,2.93,-3.18
2016-01-02,0,-4.621,2.074,-1.843
2016-01-03,0.2,-4.076,3.142,-0.693
2016-01-04,1.4,-1.157,3.274,0.813
2016-01-05,6.4,-1.1,1.507,0.617
2016-01-06,0.2,1.832,7.293,3.398
2016-01-07,0,1.153,3.142,2.151
2016-01-08,0,1.48,6.026,3.433
2016-01-09,0,-2.392,3.433,0.615
2016-01-10,0,-1.299,7.67,2.327
2016-01-11,9.8,-2.947,2.61,0.129
2016-01-12,23.2,2.637,7.242,5.08
2016-01-13,6.6,3.248,8.593,5.704
2016-01-14,0,-0.116,7.091,2.651
2016-01-15,3,-1.842,3.958,1.513
2016-01-16,15.2,4.22,9.756,6.862
2016-01-17,7.4,5.975,10.687,7.427
2016-01-18,3.4,4.973,8.22,6.63
2016-01-19,0.2,3.089,8.095,5.076
2016-01-20,2.8,1.235,7.318,4.25
2016-01-21,51.4,5.308,9.139,7.401
2016-01-22,8,4.792,12.171,8.724
2016-01-23,0,4.324,8.568,6.16
2016-01-24,0,1.044,8.618,3.962
2016-01-25,0,3.617,9.238,5.892
2016-01-26,17,5.693,8.767,7.107
2016-01-27,10.4,8.17,10.761,9.477
2016-01-28,15.2,4.792,11.394,8.746
2016-01-29,13.2,2.823,7.192,5.395
2016-01-30,0.4,0.742,6.433,3.744
2016-01-31,0.2,1.778,7.82,4.537
2016-02-01,0.2,-0.088,7.645,2.792
2016-02-02,0.8,2.074,6.255,3.791
2016-02-03,11.4,3.089,6.509,4.819
2016-02-04,0.4,2.155,7.393,5.183
2016-02-05,8.6,5.693,8.866,7.116
2016-02-06,0,1.643,8.668,4.972
2016-02-07,0,1.425,8.693,5.15
2016-02-08,0,3.274,13.93,7.082
2016-02-09,0,1.859,15.557,6.728
2016-02-10,3.8,4.999,10.516,7.151
2016-02-11,16.6,2.45,8.494,5.966
2016-02-12,8.2,6.99,13.281,9.222
2016-02-13,13.2,3.009,8.245,5.507
2016-02-14,1.6,3.958,11.637,7.256
2016-02-15,41.4,6.914,10.271,7.835
2016-02-16,0.4,3.38,13.858,7.569
2016-02-17,10.6,6.128,9.485,7.468
2016-02-18,1.8,5.154,10.32,7.359
2016-02-19,5.4,3.564,8.767,6.762
2016-02-20,4.2,1.778,9.805,4.599
2016-02-21,0.2,-0.227,7.695,3.397
2016-02-22,0.8,1.208,9.188,4.407
2016-02-23,0,0.329,10.81,4.522
2016-02-24,0,2.584,13.305,6.418
2016-02-25,0,0.329,14.673,6.103
2016-02-26,1.6,2.61,12.05,6.865
2016-02-27,1.8,6.433,10.541,8.242
2016-02-28,7.8,4.22,10.663,7.663
2016-02-29,0.8,2.69,10.834,6.244
2016-03-01,31.4,5.642,10.1,7.343
2016-03-02,5.4,6.408,10.956,8.144
2016-03-03,7.2,4.999,12.896,8.598
2016-03-04,8.6,5.668,10.124,8.023
2016-03-05,7.6,7.293,15.485,10.603
2016-03-06,2.8,6.687,11.953,8.806
2016-03-07,9.6,5.385,9.805,7.018
2016-03-08,0.2,1.317,9.558,5.664
2016-03-09,34.2,5.076,8.245,6.603
2016-03-10,30.8,3.617,9.361,7.461
2016-03-11,2.8,4.037,9.78,6.68
2016-03-12,1.4,3.722,10.516,6.61
2016-03-13,17.2,2.93,7.519,5.195
2016-03-14,1,1.344,9.312,4.87
2016-03-15,0,2.823,11.248,6.051
2016-03-16,0,-0.535,12.678,4.561
2016-03-17,0,0.88,11.273,6.014
2016-03-18,0,1.507,14.146,6.967
2016-03-19,0,3.617,14.649,8.954
2016-03-20,3.4,7.015,10.883,8.606
2016-03-21,3.8,4.714,10.736,7.961
2016-03-22,2.8,3.485,15.485,8.082
2016-03-23,5.8,6.331,10.1,8.182
2016-03-24,0.8,2.557,10.932,6.745
2016-03-25,0,2.209,11.904,6.907
2016-03-26,3.4,3.643,14.05,7.954
2016-03-27,7,2.69,12.823,7.071
2016-03-28,0.2,0.742,14.936,6.89
2016-03-29,0,0.77,16.773,8.502
2016-03-30,0,3.512,21.748,11.435
2016-03-31,0,5.539,21.724,12.729
2016-04-01,0,6.712,19.532,12.297
2016-04-02,0,5.514,17.772,10.971
2016-04-03,2.6,5.796,17.177,11.057
2016-04-04,0.6,7.469,14.002,10.699
2016-04-05,1,5.488,11.759,8.834
2016-04-06,0,7.895,18.271,11.723
2016-04-07,0,5.668,22.489,13.596
2016-04-08,0,7.142,22.321,14.28
2016-04-09,0,4.688,19.246,11.583
2016-04-10,0,5.205,16.153,10.078
2016-04-11,0,8.145,14.194,10.813
2016-04-12,1.4,4.584,12.727,9.499
2016-04-13,0.2,2.85,12.606,7.797
2016-04-14,1.4,6.99,14.098,9.538
2016-04-15,0,5.102,15.867,10.651
2016-04-16,0,5.796,14.864,10.069
2016-04-17,0,5.257,20.984,12.507
2016-04-18,0,7.419,27.505,16.859
2016-04-19,0,9.805,24.895,17.321
2016-04-20,0,9.756,27.554,18.324
2016-04-21,0,12.63,20.674,16.229
2016-04-22,0.2,9.977,17.796,13.277
2016-04-23,3.8,9.213,17.701,13.029
2016-04-24,5.8,5.949,13.738,9.248
2016-04-25,0.2,3.195,15.891,9.397
2016-04-26,0,3.906,15.581,9.912
2016-04-27,0,5.924,17.915,11.544
2016-04-28,0,8.02,19.103,12.736
2016-04-29,0,8.245,19.341,13.046
2016-04-30,0,4.011,21.008,12.079
2016-05-01,0,5.179,24.871,14.877
2016-05-02,0,7.217,28.369,17.701
2016-05-03,1.4,13.088,22.274,16.008
2016-05-04,0,7.569,17.368,12.705
2016-05-05,0,3.512,22.25,13.157
2016-05-06,0,9.361,28.072,17.865
2016-05-07,0,7.995,24.992,16.715
2016-05-08,0,8.717,15.079,12.107
2016-05-09,0,4.662,20.984,13.089
2016-05-10,0,5.745,25.016,15.38
2016-05-11,0,7.519,20.555,14.504
2016-05-12,0,6.687,22.872,14.745
2016-05-13,0,7.745,27.21,17.525
2016-05-14,0,12.896,24.219,17.801
2016-05-15,0,11.102,18.105,14.704
2016-05-16,0,10.907,17.058,13.567
2016-05-17,0,7.645,21.748,14.783
2016-05-18,0,11.54,19.627,15.396
2016-05-19,0,9.952,16.439,12.343
2016-05-20,0.2,9.287,20.317,13.875
2016-05-21,0,7.041,20.079,13.802
2016-05-22,0,11.053,19.318,14.999
2016-05-23,0,11.686,18.081,14.324
2016-05-24,0,12.05,19.27,15.223
2016-05-25,0,10.32,21.891,15.814
2016-05-26,0,9.188,18.652,13.554
2016-05-27,0,9.114,17.629,12.684
2016-05-28,6.4,7.97,17.082,12.069
2016-05-29,0,8.643,19.555,13.589
2016-05-30,0,6.153,22.25,14.457
2016-05-31,0,8.045,24.895,16.784
2016-06-01,1.8,13.666,23.641,16.94
2016-06-02,0,12.606,19.365,15.794
2016-06-03,0,13.04,25.234,18.414
2016-06-04,0,13.738,30.192,21.582
2016-06-05,0,13.858,34.598,24.035
2016-06-06,0,14.266,30.217,21.764
2016-06-07,0,11.516,25.647,19.386
2016-06-08,0,11.54,21.103,17.12
2016-06-09,0,10.001,19.888,14.274
2016-06-10,3,8.866,18.271,12.083
2016-06-11,0,8.668,19.627,13.704
2016-06-12,0,9.361,22.106,15.158
2016-06-13,0,10.222,20.246,14.999
2016-06-14,3.8,7.217,16.415,10.803
2016-06-15,4.6,5.154,16.129,10.152
2016-06-16,0.6,4.792,18.699,11.594
2016-06-17,0.2,5.565,23.088,14.313
2016-06-18,1.4,10.565,14.936,12.828
2016-06-19,0,11.88,20.269,14.97
2016-06-20,0,8.494,25.38,16.974
2016-06-21,0,14.002,24.122,17.744
2016-06-22,6.6,12.34,21.294,16.136
2016-06-23,2.8,12.195,21.987,15.542
2016-06-24,0,12.171,21.223,16.173
2016-06-25,0,12.582,23.016,17.04
2016-06-26,0,10.124,27.431,18.795
2016-06-27,0,11.321,29.365,21.078
2016-06-28,0,12.944,27.85,20.48
2016-06-29,0,12.509,26.598,20.346
2016-06-30,0,11.759,25.793,18.675
2016-07-01,1.4,12.944,22.178,16.323
2016-07-02,0,13.882,25.89,19.328
2016-07-03,0,12.847,22.992,18.01
2016-07-04,0,12.871,22.992,17.341
2016-07-05,0,11.904,19.436,15.655
2016-07-06,0,9.657,24.726,17.369
2016-07-07,3.6,13.81,17.058,15.297
2016-07-08,1.4,13.04,20.96,16.35
2016-07-09,7.2,12.654,19.841,15.163
2016-07-10,0.2,12.001,23.184,17.607
2016-07-11,0,13.401,23.016,17.441
2016-07-12,3.6,13.329,21.772,16.882
2016-07-13,0,13.185,23.641,17.671
2016-07-14,4,11.127,23.04,15.662
2016-07-15,0.2,9.657,24.412,16.691
2016-07-16,0,12.751,22.25,17.498
2016-07-17,0,14.457,27.235,19.971
2016-07-18,0,14.84,26.842,19.884
2016-07-19,0,15.963,23.641,19.731
2016-07-20,0,14.361,26.916,20.164
2016-07-21,0,11.151,29.439,20.474
2016-07-22,0,16.296,26.622,20.745
2016-07-23,0,14.577,23.978,18.747
2016-07-24,0,11.759,28.841,20.109
2016-07-25,0,14.816,30.091,22.186
2016-07-26,0,14.768,29.464,21.442
2016-07-27,0,13.233,30.722,21.746
2016-07-28,0,14.194,31.765,22.807
2016-07-29,0,14.242,30.444,22.434
2016-07-30,0,13.305,26.549,19.48
2016-07-31,0,11.443,24.992,17.988
2016-08-01,0,10.736,27.579,19.171
2016-08-02,4.6,13.257,21.795,16.293
2016-08-03,0,13.57,24.122,17.82
2016-08-04,0,10.907,26.622,18.393
2016-08-05,0,10.834,25.186,17.721
2016-08-06,0,11.443,21.676,16.275
2016-08-07,0,12.413,20.841,16.112
2016-08-08,0.6,11.832,24.315,17.477
2016-08-09,0.6,15.008,22.202,17.411
2016-08-10,0.2,14.601,23.497,18.549
2016-08-11,0,11.467,29.79,19.82
2016-08-12,0,13.233,32.846,22.332
2016-08-13,0,14.984,31.459,22.718
2016-08-14,0,12.92,29.615,20.856
2016-08-15,0,13.209,29.79,21.098
2016-08-16,0,13.738,29.04,20.764
2016-08-17,0,12.485,29.941,20.132
2016-08-18,0,14.816,34.176,24.256
2016-08-19,0,17.011,36.417,26.161
2016-08-20,0,13.642,32.665,23.078
2016-08-21,0,13.954,26.353,18.973
2016-08-22,0,11.565,23.521,16.81
2016-08-23,0,9.657,26.622,18.101
2016-08-24,0,11.807,32.278,21.736
2016-08-25,0,13.522,33.339,23.404
2016-08-26,0,14.433,32.278,22.95
2016-08-27,0,14.625,27.112,19.813
2016-08-28,1.4,12.413,19.318,15.248
2016-08-29,0,10.345,26.231,17.288
2016-08-30,0,13.738,23.833,18.258
2016-08-31,4.2,13.425,22.705,16.696
2016-09-01,4,11.2,19.912,14.435
2016-09-02,4.6,11.151,16.82,13.575
2016-09-03,0.4,10.173,18.699,14.095
2016-09-04,0,7.594,23.208,14.163
2016-09-05,1.6,10.271,18.842,13.502
2016-09-06,1.8,11.565,18.271,14.378
2016-09-07,2.2,12.703,19.555,14.63
2016-09-08,0,10.956,21.366,15.479
2016-09-09,0,7.594,23.93,14.755
2016-09-10,0,11.565,23.689,17.804
2016-09-11,0,8.916,23.184,15.499
2016-09-12,0,7.192,25.234,15.313
2016-09-13,0,6.433,26.451,15.544
2016-09-14,0,7.845,25.04,15.647
2016-09-15,0,8.643,22.848,15.194
2016-09-16,0,12.195,19.389,15.107
2016-09-17,9,12.098,21.056,14.508
2016-09-18,0,10.443,22.058,14.967
2016-09-19,8.6,10.541,17.51,13.509
2016-09-20,2.4,9.262,18.533,13.553
2016-09-21,0,6.535,22.345,13.432
2016-09-22,0,6.509,22.178,13.568
2016-09-23,5.2,10.296,13.954,12.091
2016-09-24,1,7.368,16.582,11.627
2016-09-25,0,11.467,19.579,14.322
2016-09-26,0,9.386,23.184,15.794
2016-09-27,0,9.928,19.793,15.023
2016-09-28,0,6.813,21.151,12.605
2016-09-29,0,4.947,19.532,10.636
2016-09-30,0,3.932,19.008,10.261
2016-10-01,3,7.995,13.425,10.591
2016-10-02,1.2,7.393,18.414,11.906
2016-10-03,4.2,6.737,14.098,10.219
2016-10-04,1.2,9.312,15.199,11.609
2016-10-05,0.8,11.078,17.819,12.959
2016-10-06,11.6,10.638,15.867,12.05
2016-10-07,0.6,10.001,16.725,12.786
2016-10-08,40.8,7.67,10.198,9.346
2016-10-09,0,4.973,14.912,8.918
2016-10-10,0.2,3.168,12.534,6.829
2016-10-11,0,0.246,14.649,5.726
2016-10-12,4.6,0.163,15.008,6.521
2016-10-13,44.2,7.72,13.666,11.148
2016-10-14,38.8,8.916,13.088,10.798
2016-10-15,12.8,9.41,11.783,10.381
2016-10-16,11,9.706,12.534,10.667
2016-10-17,3.6,7.945,15.796,10.469
2016-10-18,1.2,7.041,14.409,9.488
2016-10-19,7.8,5.77,11.443,8.791
2016-10-20,12.2,6.382,15.509,10.988
2016-10-21,6,5.77,11.273,8.236
2016-10-22,0,5.076,11.175,7.73
2016-10-23,3.8,8.145,12.896,10.174
2016-10-24,1.2,9.139,11.54,10.168
2016-10-25,4,6.864,15.7,10.209
2016-10-26,14.2,5.949,9.952,8.653
2016-10-27,8.4,8.717,14.026,10.664
2016-10-28,2.2,8.767,15.438,10.571
2016-10-29,1.8,8.344,13.112,9.586
2016-10-30,6.8,6.077,11.589,9.185
2016-10-31,8,6.585,11.88,9.159
2016-11-01,8.6,6.687,11.005,8.596
2016-11-02,26.4,9.287,11.467,10.362
2016-11-03,0,6.357,15.581,10.23
2016-11-04,2.4,3.827,9.632,6.838
2016-11-05,19.2,8.419,12.437,10.603
2016-11-06,0.2,7.519,12.654,9.784
2016-11-07,6.2,9.336,12.364,10.638
2016-11-08,2,10.369,15.438,12.594
2016-11-09,9.4,12.171,15.103,13.159
2016-11-10,0,8.444,14.721,11.334
2016-11-11,4,10.173,12.654,11.031
2016-11-12,6.4,6.433,14.792,11.007
2016-11-13,14.4,6.788,10.296,8.912
2016-11-14,0.4,5.05,11.759,7.843
2016-11-15,0.6,5.821,13.112,7.634
2016-11-16,6.8,2.877,10.345,5.435
2016-11-17,0.2,1.099,8.866,4.693
2016-11-18,0.2,3.089,8.295,6.081
2016-11-19,1.8,5.334,10.173,7.494
2016-11-20,2.6,6.839,10.858,8.978
2016-11-21,0,2.423,12.001,7.285
2016-11-22,35.4,3.301,9.015,7.024
2016-11-23,1.2,3.354,9.435,6.225
2016-11-24,38.2,4.506,7.645,6.222
2016-11-25,3.4,1.615,7.795,4.935
2016-11-26,36,2.209,6.281,4.348
2016-11-27,10.8,0.797,6.382,3.087
2016-11-28,0.2,0.246,7.895,2.923
2016-11-29,0.6,1.262,7.795,5.079
2016-11-30,3.2,2.396,9.312,6.316
2016-12-01,0.8,-0.591,6.357,2.596
2016-12-02,1,5.668,10.98,7.586
2016-12-03,1.8,3.38,7.77,5.645
2016-12-04,0,-1.47,6.585,2.412
2016-12-05,6.4,-1.1,1.371,0.216
2016-12-06,0.6,-1.47,0.605,-0.278
2016-12-07,1.2,-6.61,0.163,-3.45
2016-12-08,0,-5.295,0.632,-1.603
2016-12-09,0,-1.958,0.605,-0.49
2016-12-10,12.2,-0.676,3.749,0.846
2016-12-11,20.2,-0.032,4.324,2.216
2016-12-12,5.4,-1.584,2.423,0.561
2016-12-13,0,-3.717,1.805,-1.743
2016-12-14,0,-6.452,-0.032,-3.493
2016-12-15,0,-6.834,0.605,-4.153
2016-12-16,0,-8.033,0.55,-3.578
2016-12-17,0,-8.831,0.163,-4.117
2016-12-18,2.6,-2.363,2.637,-0.405
2016-12-19,26.4,0.55,4.662,2.599
2016-12-20,7.6,1.94,8.444,5.109
2016-12-21,0,0.412,6.99,2.793
2016-12-22,0.4,-0.732,6.408,2.316
2016-12-23,13.6,-0.873,3.564,1.777
2016-12-24,0,-3.33,2.877,-1.406
2016-12-25,0.2,-4.318,0.632,-2.245
2016-12-26,26.6,-1.9,3.564,0.732
2016-12-27,0.8,0.412,7.469,2.903
2016-12-28,0.8,0.88,6.281,3.293
2016-12-29,9.2,1.751,5.36,3.395
2016-12-30,0.2,-2.363,5.642,0.39
2016-12-31,0.4,-3.508,2.53,-0.758
2017-01-01,0.8,-1.185,3.459,1.332
2017-01-02,0,-2.015,1.099,-0.332
2017-01-03,0,-7.706,0.495,-2.602
2017-01-04,0,-5.636,3.722,-1.911
2017-01-05,0,-7.381,2.797,-3.851
2017-01-06,0,-3.271,2.664,0.136
2017-01-07,0,-5.979,2.877,-2.045
2017-01-08,0.6,0.079,2.983,1.078
2017-01-09,14.4,-0.451,4.688,1.271
2017-01-10,0,-2.218,2.69,0.682
2017-01-11,0,-8.864,2.503,-4.271
